epoch,train_loss,validation_loss,validation_macro_f1
1,0.5857611573361731,0.3933165084360998,0.9122799964644355
2,0.17571750413177187,0.16873803009073457,0.9946083561800028
3,0.11804914398460972,0.12040057602576364,0.9978701090419051
4,0.0896814603199543,0.09935654112786958,0.9981562774363477
5,0.06811175007435298,0.07716017207574277,0.9986141632515689
6,0.0562017029479616,0.07118044023551208,0.9974122232266838
7,0.04682840864434976,0.08111213115386633,0.9974122232266838
8,0.0416335871301467,0.047544768692933635,0.9986141632515689
9,0.03745605256097436,0.05763857535114794,0.9986141632515689
10,0.03316336815592752,0.05368464057095897,0.9981562774363477
11,0.03169677141148438,0.06602246857760273,0.9981562774363477
12,0.0268354239512463,0.06273091214334035,0.9972220414085479
13,0.025552440296464595,0.04520120297546511,0.9981562774363477
14,0.024833564841791517,0.05578795222573595,0.9978701090419051
15,0.02468693129552428,0.04810106760350528,0.9974122232266838
16,0.02172078331500458,0.10246145276925264,0.9954058432357447
17,0.0210555569927082,0.05352001069557099,0.9981562774363477
