epoch,train_loss,validation_loss,validation_macro_f1
1,0.6703223314322877,0.3683271600312485,0.9556383468899705
2,0.1908605662425064,0.16536269217600555,0.9995360049139289
3,0.1222791814682435,0.11435660787604073,0.9995360049139289
4,0.08768430071604716,0.0923374385222212,0.9981562774363477
5,0.06433309846193096,0.07019944113247838,0.9995360049139289
6,0.05328626922419872,0.06589339914614763,0.9995360049139289
7,0.045566413613772346,0.07137478217160032,0.9986141632515689
8,0.04048396691209973,0.045699844064263556,0.9981562774363477
9,0.034695928311580186,0.05426870459827768,0.9990740659088704
10,0.03132197283318954,0.05005008420096589,0.9981562774363477
11,0.029522351740906103,0.08655840066539777,0.9942313694094659
12,0.026073225430024577,0.0582655237511897,0.9962148213207909
13,0.02320337705383274,0.04255014947853434,0.9981562774363477
14,0.020955912647889804,0.071519546476858,0.9969671169720362
