epoch,train_loss,validation_loss,validation_macro_f1
1,0.6769319010245336,0.33755482649390317,0.9825582641136383
2,0.18313029217697915,0.16922688987347986,0.9987919507042651
3,0.11245728058806155,0.09569091785263706,0.9986141632515689
4,0.08106556896928954,0.07643643215105131,0.9986079950869312
5,0.06145046826915086,0.06004332663950982,0.9986141632515689
6,0.05277084353931096,0.056365995373560754,0.9981562774363477
7,0.04734125761712637,0.05389944470418996,0.9981562774363477
8,0.03791073905321353,0.04994597571430268,0.9990740659088704
9,0.032898701520045745,0.047924852796963284,0.9981480927399455
10,0.03091712412122008,0.0739234293532836,0.9964531372864607
11,0.028577699224034355,0.04978555404617415,0.9981562774363477
12,0.0266295597060879,0.041945699803950465,0.9981562774363477
13,0.023506499182412155,0.04193518789751189,0.9986141632515689
14,0.020450687384948218,0.042711576438827434,0.9986141632515689
15,0.018266591808459753,0.04229232552763704,0.9981562774363477
16,0.020554222608873265,0.0526878343032294,0.9981562774363477
17,0.0197547511862857,0.038852753867576646,0.9981562774363477
18,0.018755793754626514,0.10229616460604068,0.9986141632515689
19,0.016567027033868215,0.05194484184846863,0.9995339288686678
20,0.019071704830718614,0.04426781467093534,0.9981562774363477
21,0.014559243143931833,0.03986761383551024,0.9990740659088704
22,0.01565142529144026,0.05538654568085036,0.9981562774363477
23,0.012821399423609969,0.0475255073858546,0.9974208867685035
24,0.013167822965056203,0.03503669595982863,0.9981562774363477
25,0.011679151774503304,0.04881788838203206,1.0
26,0.011015952407539664,0.06317676031292775,0.9981562774363477
27,0.009797354548450746,0.049218563371019444,0.9981562774363477
28,0.009151979216507502,0.042094092231518006,0.9986017667157605
29,0.010507893397823556,0.04594677705237102,0.999065761493358
30,0.010454879835220348,0.05536951156921717,0.9981562774363477
31,0.00899915007359464,0.052054431869999154,0.9981562774363477
32,0.009557475157925282,0.03950094874520903,0.9966853802214894
33,0.008268135318148998,0.04031860280088532,0.9995339288686678
34,0.0072169937590804084,0.059097810257306864,0.9995339288686678
35,0.00802146872515913,0.0458700312563577,0.9981562774363477
36,0.007687744065939495,0.04272277659264865,0.999065761493358
37,0.00902914536636537,0.03989256892627452,0.9986141632515689
