epoch,train_loss,validation_loss,validation_macro_f1
1,0.8562154818554314,0.522488508131597,0.7774210467159941
2,0.4377080472479946,0.3312236522183274,0.8898202662551571
3,0.30863954759926876,0.2748757309373065,0.910961750387028
4,0.2568915766112658,0.22474447934529482,0.921351101108755
5,0.21714974691009697,0.2368394195291645,0.910514168755465
6,0.19663561841884217,0.18950326545204307,0.9330393552276377
7,0.17642855367766683,0.2340501631323845,0.915942438301087
8,0.1706006020749876,0.2108886299969314,0.9294173064334355
9,0.15699255065595064,0.21320210499447081,0.9203078750097339
10,0.1318567047424352,0.17193805519894603,0.9336671314178353
11,0.1256997059194409,0.2775087219207382,0.9131158229611968
12,0.12507654971171842,0.18779862410433235,0.9219492249411191
13,0.11281929122273687,0.2234754797184106,0.9214016570554036
14,0.11386390975875182,0.26950087490414965,0.9200165213906003
15,0.10886982362544603,0.25875050914010184,0.9190025197056367
16,0.09917211079199371,0.21844749943075048,0.9272132282373953
17,0.10353365716056169,0.20443650305667263,0.9301177133335815
18,0.08266784640543978,0.15971286860909475,0.9435236250354275
19,0.07828933857243114,0.2306069910482935,0.9199750684144359
20,0.07466095889156515,0.14272323081036023,0.9444055956647562
21,0.07583492364672208,0.17714486985837283,0.937253709655909
22,0.06457054537612122,0.14853475451317225,0.9435591567513266
23,0.062197596401473806,0.21292327225684024,0.9216204009189367
24,0.06948805465630786,0.13027165043147612,0.9568527450176099
25,0.0683892360976543,0.14727740395422098,0.9462508420719634
26,0.06510256384266108,0.1840821795323783,0.9385576286429766
27,0.05886866070731009,0.1956649667488157,0.9418636362461164
28,0.0518220518482417,0.12473094466731237,0.951453857153906
29,0.0541349025460475,0.12964898641085154,0.9511982128902305
30,0.05842141533384518,0.26485163604629475,0.9230592728603244
31,0.06001347087752178,0.18151851208295694,0.9496775867984149
32,0.04827854234953316,0.12824104074615525,0.9562655544411824
33,0.03605739759706334,0.14978285586459913,0.9452650471917219
34,0.03965893800410136,0.15411167530276412,0.9402654340834847
35,0.03638787838545712,0.19881525364511918,0.9481787650060625
36,0.033782216929355444,0.2255394249848086,0.9252574466283537
