epoch,train_loss,validation_loss,validation_macro_f1
1,0.815210891344994,0.5298387875933668,0.7749030188332715
2,0.41639165184935745,0.32445379785258016,0.877336837223442
3,0.28592174327439857,0.26582841483222974,0.9126102596868881
4,0.236454882847356,0.22769625977213895,0.917232077798187
5,0.20032859827238023,0.23889461043593171,0.917911903830109
6,0.18151734396124153,0.20428305033804017,0.9269675507716566
7,0.18330744048494133,0.23254152102742617,0.9267360359593384
8,0.15896302403567672,0.17156690453356577,0.9377118226765233
9,0.1450895566721352,0.21343244603044834,0.9224875861540527
10,0.1386272904077797,0.138836773048917,0.9380757916754643
11,0.13960536280456853,0.17936424206230725,0.9330724445486924
12,0.11330762159957072,0.19057154924370898,0.9299827091147135
13,0.10644285914406927,0.17136361421533414,0.9458391021504433
14,0.09889003427108277,0.21511071238936896,0.9242439485665548
15,0.08974628621135218,0.2647287322147054,0.9069074367245299
16,0.09946415712970529,0.21446255324468888,0.9291169523240344
17,0.09087188644179166,0.19351947551151713,0.9398153491413357
18,0.08935564405290006,0.20272982072889467,0.9304034911600698
19,0.07394159914224178,0.19659495512169717,0.9385280595057744
20,0.07005265161588595,0.18914026742069318,0.9349541263023383
21,0.07085029930152786,0.15168463368824525,0.956861967136192
22,0.061593837358734825,0.17803195817799214,0.9427219917965253
23,0.058334962978046766,0.2293239716296558,0.9462553053990836
24,0.05802580870425325,0.17454988026796958,0.9459169732804049
25,0.05172579692666296,0.2010780235019702,0.9399657197562848
26,0.0572401124272143,0.1438263759990394,0.9586245595754688
27,0.04755246411172711,0.15643000504814866,0.9460775793117493
28,0.04713741857178357,0.1985574864567705,0.9464131241080429
29,0.049954648898544694,0.17141664634100656,0.9422245558145704
30,0.034594818866761586,0.19845741716480877,0.95281398329142
31,0.04195716754569636,0.2276685065041786,0.9480867554868327
32,0.04416883224362234,0.17808661606530427,0.9403875317786643
33,0.04052583628605381,0.14097707541524665,0.9562345104269269
34,0.036958345645738,0.2379537972201315,0.9369724733293916
35,0.040523787742698346,0.12145026931011277,0.9590576526799046
36,0.04389924334503835,0.4317834702005042,0.9162778155993403
37,0.03375440688738133,0.2518550104744491,0.94580995378985
38,0.035427788588700465,0.18254306921302943,0.9548664596596335
39,0.03353763686869715,0.2617432575991653,0.9440861060419168
40,0.02911020883105018,0.1613412712553508,0.9582740567251706
41,0.02514944332504925,0.2699051491106816,0.9494441889888758
42,0.024591077941578703,0.27806245574392013,0.9454743389152024
43,0.025285672258191737,0.15660809224722927,0.953654863960232
44,0.022289279544231842,0.14197658999012663,0.9571397113727508
45,0.030350813041708963,0.2241130119161713,0.9452778828529191
46,0.023962720464016544,0.2042971272876536,0.9514683566581991
47,0.025863083051811345,0.3006900428272156,0.9473484686059879
