epoch,train_loss,validation_loss,validation_macro_f1
1,0.6668768887838318,0.3649130953854813,0.9540627577824818
2,0.18785262702236813,0.16190405802809316,0.9995360049139289
3,0.12061189366625501,0.1128864141092414,0.9995360049139289
4,0.08690799872264791,0.09206529413208817,0.9981562774363477
5,0.06393824150727057,0.06810994043914012,0.9990740659088704
6,0.0528265640056642,0.06499128097676353,0.9995360049139289
7,0.0451941951584064,0.06827820752025683,0.9981562774363477
8,0.040139561681446646,0.04545123176044458,0.9981562774363477
9,0.03464724337733964,0.051993547958922595,0.9986141632515689
10,0.03127792176958139,0.05117762462917345,0.9981562774363477
11,0.030343718730009996,0.08395919889147148,0.9945247258857512
12,0.025659675442083203,0.057600430708813974,0.9969525823342654
13,0.02273659453189937,0.04416825535235467,0.9981562774363477
14,0.021154368645295584,0.06370571891079733,0.9972220414085479
