epoch,train_loss,validation_loss,validation_macro_f1
1,0.8869040351298833,0.6749816774289845,0.754624153403683
2,0.2994154016582333,0.4182094016890505,0.8246455258483654
3,0.16256991446239386,0.20162761495226905,0.958069427262586
4,0.1209628842425479,0.21511066076043364,0.9364767875282876
5,0.08556136968571534,0.18439877517037578,0.9337286488371273
6,0.07261357029315935,0.17513366288694984,0.9371890177765277
7,0.06927971380152817,0.16437565570785886,0.9406791081869381
8,0.05683162825005837,0.13703314198818042,0.9551291923425465
9,0.04087645642749675,0.175125079753595,0.9401531468137989
10,0.04063238258126273,0.25374095290254206,0.9016427094461701
11,0.0497010186217822,0.2149611801812143,0.9054094202098288
12,0.03889848688593159,0.16573078065981597,0.9301820110209629
13,0.03325350329639297,0.18517656827514822,0.9261310663141756
14,0.027852164707552633,0.14151935005213792,0.9412115593581052
15,0.02087065324546676,0.16638113684081413,0.929820322850907
