epoch,train_loss,validation_loss,validation_macro_f1
1,0.6277548674915628,0.37482891957481185,0.9550066083254125
2,0.17680798960307093,0.18267086857841128,0.9933132931411719
3,0.11666376559765308,0.12274571640408917,0.9963818424351774
4,0.08763150903975145,0.08438777263997953,0.9983300116992067
5,0.07259937849911777,0.09985882959840618,0.9974122232266838
6,0.06112489771920365,0.07859149296239858,0.9974122232266838
7,0.05195183474190381,0.10024564152027106,0.9929414641726362
8,0.046320266351242013,0.07089290763070057,0.9956375509198893
9,0.038510763647936715,0.06151999262246219,0.9990740659088704
10,0.03554960983029544,0.05620928883584805,0.9981562774363477
11,0.03977256602087578,0.07681076587439874,0.9948931011541302
12,0.030940917128755786,0.058535842684569295,0.9974122232266838
13,0.030179268329755052,0.062048840348596694,0.994435215338909
14,0.02783156450360958,0.05527258622439909,0.9974122232266838
15,0.028559904787447545,0.06049049583574136,0.9964588256177576
16,0.023594087888253422,0.053938735014400184,0.9981562774363477
17,0.02131701308494375,0.06524047149885527,0.9974122232266838
18,0.018833412597014643,0.05282017970820526,0.9986141632515689
19,0.018612184705202345,0.05344144927410336,0.9981562774363477
20,0.016666713873950804,0.054608865612835594,0.9974122232266838
21,0.016560859010591136,0.05870194992784298,0.9974122232266838
