epoch,train_loss,validation_loss,validation_macro_f1
1,0.7190685019532913,0.3726989246292032,0.9760262185295081
2,0.19433308537904317,0.18189255419102582,0.9945449447767797
3,0.12169132673342285,0.11374116498670536,0.9978701090419051
4,0.08730227122833202,0.08126575975513561,0.9990740659088704
5,0.07170200950581863,0.10820530671061891,0.9981562774363477
6,0.05936751383355022,0.06854323204203601,0.9981562774363477
7,0.05033961297850883,0.06232095833109829,0.9981562774363477
8,0.04427258329593848,0.06342654892957056,0.995923956619956
9,0.03712683581576055,0.06283227568774512,0.9986141632515689
10,0.0337997394059275,0.052559723706666006,0.9981562774363477
11,0.04053589788737235,0.057605582091844444,0.9986141632515689
12,0.03020343228704633,0.06241747650652479,0.9981562774363477
13,0.028943358939521168,0.05323987203404243,0.9959497191373523
14,0.02714152889177618,0.05090400643517703,0.9981562774363477
15,0.025998713984283755,0.0645719806772548,0.9962148213207909
16,0.022556711707077574,0.05833877107830017,0.9981562774363477
