epoch,train_loss,validation_loss,validation_macro_f1
1,0.9286297836750469,0.7689710912250337,0.6971349996230884
2,0.3094979041361411,0.3248615928026505,0.8720656333603649
3,0.16363886634582492,0.30746305788750256,0.8503835064247003
4,0.11215222899237015,0.257282758429969,0.8776917526594825
5,0.08482816688204961,0.3078770334328408,0.8783358893789119
6,0.07812939284296778,0.205188295993454,0.9147749088415945
7,0.06178392583231315,0.20363301116150695,0.923856211215362
8,0.06170703321073294,0.23606176293773568,0.9012283364437832
9,0.04001179975777146,0.23105056525824905,0.9077776932632138
10,0.04765445487452792,0.31564337247377866,0.8557661566140595
11,0.03793640510768306,0.21127736794226099,0.9162416302070463
12,0.04227598547824902,0.1486848233453123,0.9466956386685486
13,0.0557422602552651,0.26562278643573,0.8711175009981103
14,0.045195858994695824,0.35040003274168285,0.8476902994889145
15,0.03300507364238237,0.1943058068360085,0.9155639173357304
16,0.02442749207476517,0.2741308125518101,0.8858915680648642
17,0.025444369293154946,0.329586288887701,0.855267486952886
18,0.019964474479707582,0.28622048151441465,0.8873017188025338
19,0.02004200978643487,0.1983395554931649,0.9254409619344938
20,0.015603880826487502,0.20651471092329396,0.9138792510542142
21,0.015292365515193381,0.2666300865478846,0.8981046241867525
22,0.02361149763850865,0.17565492105174374,0.9323980461643133
23,0.01698940602547605,0.25373877952625223,0.895800851937483
24,0.014955224061526483,0.3811401130704137,0.8812837267563693
